datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,sunelevation,icon
2022-12-27,14.1,6,10.1,14.1,5.7,10.1,72.4,0,0,0,,0,0,23.7,232.3,1024.6,31.6,10.2,93.2,8.1,4,10,2022-12-27T08:26:04,2022-12-27T17:41:01,25.8,partly-cloudy-day
2022-12-28,13,8.1,10.6,13,5.1,9.8,81.4,0.009,100,4.17,rain,0,0,37.4,29.6,1027,86,10.1,11.3,1.1,1,10,2022-12-28T08:26:21,2022-12-28T17:41:43,25.9,rain
2022-12-29,13.4,6.9,9,13.4,4,7.8,83.8,0,0,0,,0,0,22,28.7,1026.7,28.9,9.9,97.1,8.2,4,10,2022-12-29T08:26:36,2022-12-29T17:42:27,25.9,partly-cloudy-day
2022-12-30,13,8,9.7,13,6.6,9.2,90.1,0,0,0,,0,0,19.1,239.6,1026.9,25,6.5,86.1,7.5,4,10,2022-12-30T08:26:49,2022-12-30T17:43:13,26,partly-cloudy-day
2022-12-31,14.9,7,10.1,14.9,6.1,9.8,82.3,0,0,0,,0,0,15.8,269.2,1029.2,28.9,7.1,91.5,8,4,10,2022-12-31T08:27:00,2022-12-31T17:44:00,26,partly-cloudy-day
2023-01-01,14.7,4.3,8.8,14.7,2.2,8.1,85.9,0,0,0,,0,0,13.3,57.7,1031.5,1.9,7.2,99,8.5,4,10,2023-01-01T08:27:09,2023-01-01T17:44:49,26.1,clear-day
2023-01-02,12.8,2.5,6.9,12.8,-0.3,6.4,89.4,0,0,0,,0,0,15.1,138.6,1030.5,22,5.5,102.4,8.9,4,10,2023-01-02T08:27:15,2023-01-02T17:45:40,26.2,partly-cloudy-day
2023-01-03,12.7,2.5,7.8,12.7,2.5,7.2,84.1,0.003,100,4.17,rain,0,0,19.4,248.5,1026.7,25.9,6,105.9,9,4,10,2023-01-03T08:27:19,2023-01-03T17:46:32,26.3,rain
2023-01-04,10.2,7.9,9.3,10.2,5.8,7.9,96.2,0.025,100,4.17,rain,0,0,18.9,268.5,1025.6,82.3,5.7,19.1,1.4,1,10,2023-01-04T08:27:21,2023-01-04T17:47:26,26.4,rain
2023-01-05,13,9,10,13,7.1,9,90.6,0.008,100,4.17,rain,0,0,19.8,322.7,1021.5,65.7,8.4,50.5,4.5,2,10,2023-01-05T08:27:20,2023-01-05T17:48:21,26.5,rain
2023-01-06,12.1,8.1,10.2,12.1,6.1,9.7,89,0.553,100,4.17,rain,0,0,24.1,244.5,1019.8,63.1,9.1,47.1,4.1,3,10,2023-01-06T08:27:17,2023-01-06T17:49:18,26.6,rain
2023-01-07,12.9,4.2,8.4,12.9,2.5,7.6,85.7,0,0,0,,0,0,14.8,44.8,1023.9,38.3,9,77,6.9,4,10,2023-01-07T08:27:12,2023-01-07T17:50:16,26.7,partly-cloudy-day
2023-01-08,12.8,3.2,7.4,12.8,0,5.7,85.1,0,0,0,,0,0,23.8,48.3,1022.5,4,8.8,101.5,8.8,4,10,2023-01-08T08:27:05,2023-01-08T17:51:16,26.9,clear-day
2023-01-09,11.2,3.1,7.4,11.2,-0.1,6.4,66.8,0,0,0,,0,0,28.4,133.6,1020.5,9.2,10.3,106.3,9.1,5,10,2023-01-09T08:26:55,2023-01-09T17:52:16,27,clear-day
2023-01-10,15,7.1,11.1,15,5.7,10.4,46.8,0.084,100,4.17,rain,0,0,32,168.4,1014.7,58.3,10.4,55.8,4.7,3,10,2023-01-10T08:26:43,2023-01-10T17:53:18,27.1,rain
2023-01-11,14,11,12.2,14,11,12.2,73.1,0.334,100,12.5,rain,0,0,32,15.2,1013.7,89.3,10.3,26,2.2,1,10,2023-01-11T08:26:29,2023-01-11T17:54:21,27.3,rain
2023-01-12,13.9,9,10.5,13.9,6.4,9.8,93.3,0.021,100,8.33,rain,0,0,33.1,32,1015.8,88.4,8.8,41.8,3.6,3,10,2023-01-12T08:26:13,2023-01-12T17:55:25,27.4,rain
2023-01-13,11.9,8.1,9.6,11.9,4.6,8,96.9,1.836,100,12.5,rain,0,0,36,19,1017.7,89.1,9.2,15.9,1.3,1,10,2023-01-13T08:25:54,2023-01-13T17:56:30,27.6,rain
2023-01-14,11.2,9,9.5,11.2,6,7.6,91,0.003,100,4.17,rain,0,0,36,38.9,1018.9,87,10.2,24.2,2,1,10,2023-01-14T08:25:33,2023-01-14T17:57:36,27.8,rain
2023-01-15,12.1,7.1,9.3,12.1,4.2,7.3,86.8,0,0,0,,0,0,32.4,43.4,1019.7,75.5,10.2,42.9,3.6,2,10,2023-01-15T08:25:10,2023-01-15T17:58:43,27.9,partly-cloudy-day
2023-01-16,12,3.2,7.9,12,1.3,7.3,86.4,0,0,0,,0,0,18.5,22.4,1015.6,27.8,8.6,100.3,8.6,4,10,2023-01-16T08:24:45,2023-01-16T17:59:51,28.1,partly-cloudy-day
2023-01-17,16.2,8.1,12.8,16.2,7.5,12.5,62.4,0.219,100,4.17,rain,0,0,41.8,203.4,1011.7,62.4,10.4,59,5.1,3,10,2023-01-17T08:24:18,2023-01-17T18:01:00,28.3,rain
2023-01-18,19.1,15.9,17,19.1,15.9,17,49.5,0,0,0,,0,0,50.4,224.8,1012.5,60.8,10.4,53.1,4.5,4,10,2023-01-18T08:23:48,2023-01-18T18:02:09,28.5,partly-cloudy-day
2023-01-19,20.2,13,16.7,20.2,13,16.7,45.7,0,0,0,,0,0,26.5,198.7,1016.2,41.5,10.4,99.5,8.6,5,10,2023-01-19T08:23:16,2023-01-19T18:03:20,28.7,partly-cloudy-day
2023-01-20,20,8.3,13.7,20,6.3,13.5,55.6,1.818,100,4.17,rain,0,0,50.8,234.8,1012.6,42.4,10.3,100.1,8.4,5,10,2023-01-20T08:22:42,2023-01-20T18:04:30,28.9,rain
2023-01-21,18,9,13.4,18,8.2,13.3,62.4,0.228,100,8.33,rain,0,0,19.8,121,1016.7,29.8,10.3,90.3,7.8,4,10,2023-01-21T08:22:07,2023-01-21T18:05:42,29.1,rain
2023-01-22,16.9,7.1,12.2,16.9,7.1,12.1,65.8,0,0,0,,0,0,15.5,52.9,1020.8,51.9,10.4,75,6.6,4,10,2023-01-22T08:21:29,2023-01-22T18:06:54,29.4,partly-cloudy-day
2023-01-23,11.1,8.1,9.6,11.1,5.1,7.9,84.7,0,0,0,,0,0,32.8,46.1,1025.6,80.9,9.2,29,2.5,1,10,2023-01-23T08:20:49,2023-01-23T18:08:06,29.6,partly-cloudy-day
2023-01-24,9.2,6.1,8.1,6.5,2.3,5,80.3,0,0,0,rain,0,0,37.4,30.3,1028.2,88.6,10,23.3,1.9,1,10,2023-01-24T08:20:07,2023-01-24T18:09:19,29.8,partly-cloudy-day
2023-01-25,6.2,5.2,5.8,2.9,0.6,2,89.6,0.253,100,8.33,rain,0,0,36,20.6,1027.1,87.6,10,19.9,1.8,1,10,2023-01-25T08:19:23,2023-01-25T18:10:32,30.1,rain
2023-01-26,12.1,5.1,7.9,12.1,1.5,5.7,79.2,0.006,100,4.17,rain,0,0,32.8,42.6,1018.8,59.2,10.2,85.5,7.5,5,10,2023-01-26T08:18:37,2023-01-26T18:11:45,30.3,rain
2023-01-27,14.1,8.4,11.2,14.1,6.5,10.9,71.6,0.588,100,4.17,rain,0,0,47.2,201.5,1007.1,80.3,10.2,34,2.8,2,10,2023-01-27T08:17:49,2023-01-27T18:12:59,30.6,rain
2023-01-28,10.1,4.1,7.5,10.1,0,5.1,91.2,5.114,100,12.5,rain,0,0,32.4,4,1010.4,85.1,10,14.3,1.2,1,10,2023-01-28T08:16:59,2023-01-28T18:14:13,30.8,rain
2023-01-29,5.2,3,4,3.2,-1.3,0.5,84.1,0.211,100,16.67,"rain,snow",0,0,31.3,6.2,1018.7,89.1,10.1,21,1.8,1,10,2023-01-29T08:16:07,2023-01-29T18:15:28,31.1,rain
2023-01-30,5.1,2.1,3.2,3.2,-1.9,0.3,90.2,0.62,100,16.67,"rain,snow",0.2,0.1,23.8,36.2,1016.8,89.6,10,40,3.6,3,10,2023-01-30T08:15:14,2023-01-30T18:16:42,31.3,snow
2023-01-31,5.1,-1.8,2.3,3.2,-5.6,0.2,87.8,0.5,100,8.33,"rain,snow",0,0,32,328,1011.8,75.7,9.7,73.6,6.3,4,10,2023-01-31T08:14:19,2023-01-31T18:17:57,31.6,rain
2023-02-01,6.2,1.1,3.4,5.2,-3.2,1.2,91.1,7.981,100,16.67,"rain,snow",0.1,0.1,29.8,4.4,1016,81.4,9.9,51.2,4.5,3,10,2023-02-01T08:13:22,2023-02-01T18:19:12,31.9,snow
2023-02-02,9.2,6,7,6.4,2.4,4.1,70.1,0.613,100,12.5,rain,0,0,40.3,231.2,1017.4,76.5,10.3,61.7,5.3,4,10,2023-02-02T08:12:23,2023-02-02T18:20:26,32.2,rain
2023-02-03,7.3,3,4.9,6.3,0,3.6,84.6,2.965,100,12.5,rain,0,0,61.6,273.1,1019.6,77.3,10.1,40.1,3.5,2,10,2023-02-03T08:11:23,2023-02-03T18:21:41,32.5,rain
2023-02-04,5.2,3.1,4.4,4.1,0.3,1.8,86.4,10.212,100,16.67,"rain,snow",0.5,0.1,32,193.7,1014,88.3,9.7,40.2,3.6,2,10,2023-02-04T08:10:21,2023-02-04T18:22:56,32.8,snow
2023-02-05,6,1.1,3.6,6,-6.9,-0.6,94,18.67,100,16.67,"rain,snow",1.1,0.4,77.8,1.8,1011.5,89,7.7,44.5,3.8,4,10,2023-02-05T08:09:17,2023-02-05T18:24:11,33.1,snow
2023-02-06,5,1,2.9,-1.1,-7.1,-3.2,93.4,27.423,100,16.67,"rain,snow",0.8,0.6,76,17.4,1015.2,88.6,5.8,22.3,2,1,10,2023-02-06T08:08:12,2023-02-06T18:25:26,33.4,snow
